# MSD for model_a_600K from trajectories/model_a_ramp_600K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
9.775000,5294.401937,5294.314109,0.087828,10,4
9.800000,5321.257197,5321.201369,0.055828,9,4
9.825000,5348.218907,5348.170001,0.048907,8,4
9.850000,5375.198315,5375.136479,0.061836,7,4
9.875000,5401.548747,5401.464646,0.084101,6,4
9.900000,5426.454123,5426.358372,0.095751,5,4
9.925000,5450.041820,5449.959884,0.081936,4,4
9.950000,5472.923339,5472.868211,0.055128,3,4
9.975000,5495.144889,5495.109367,0.035522,2,4
10.000000,5517.722008,5517.700264,0.021744,1,4
